label_id_long;label_id;parent_id;segment_description;label_name;
20302120000;2030212;20302;interest in books/ magazines subjects;Interest  Books and Literature  Magazines  Lifestyle;
20302130000;2030213;20302;interest in books/ magazines subjects;Interest  Books and Literature  Magazines  Magazines;
20302140000;2030214;20302;interest in books/ magazines subjects;Interest  Books and Literature  Magazines  Music;
20302150000;2030215;20302;interest in books/ magazines subjects;Interest  Books and Literature  Magazines  Needlework;
20302160000;2030216;20302;interest in books/ magazines subjects;Interest  Books and Literature  Magazines  Nutrition;
20302170000;2030217;20302;interest in books/ magazines subjects;Interest  Books and Literature  Magazines  Parenting;
20302180000;2030218;20302;interest in books/ magazines subjects;Interest  Books and Literature  Magazines  Politics;
20302190000;2030219;20302;interest in books/ magazines subjects;Interest  Books and Literature  Magazines  Psychology;
20302200000;2030220;20302;interest in books/ magazines subjects;Interest  Books and Literature  Magazines  Puzzles;
20302210000;2030221;20302;interest in books/ magazines subjects;Interest  Books and Literature  Magazines  Relationships;
20302220000;2030222;20302;interest in books/ magazines subjects;Interest  Books and Literature  Magazines  Remodeling & Construction;
20302230000;2030223;20302;interest in books/ magazines subjects;Interest  Books and Literature  Magazines  Science;
20302240000;2030224;20302;interest in books/ magazines subjects;Interest  Books and Literature  Magazines  Sport;
20302240100;203022401;2030224;interest in books/ magazines subjects;Interest  Books and Literature  Magazines  Sport  Soccer;
20302250000;2030225;20302;interest in books/ magazines subjects;Interest  Books and Literature  Magazines  Travel;
20303000000;20303;203;interest in books/ magazines subjects;Interest  Books and Literature  Newspaper;
20400000000;204;2;interest in business and finance topics;Interest  Business and Finance;
20401000000;20401;204;interest in business and finance topics;Interest  Business and Finance  Business;
20401010000;2040101;20401;interest in business and finance topics;Interest  Business and Finance  Business  Banking & Finance;
20401010100;204010101;2040101;interest in business and finance topics;Interest  Business and Finance  Business  Banking & Finance  Angel Investment;
20401010200;204010102;2040101;interest in business and finance topics;Interest  Business and Finance  Business  Banking & Finance  Bankruptcy;
20401010300;204010103;2040101;interest in business and finance topics;Interest  Business and Finance  Business  Banking & Finance  Business Loans;
20401010400;204010104;2040101;interest in business and finance topics;Interest  Business and Finance  Business  Banking & Finance  Credit Cards;
20401010500;204010105;2040101;interest in business and finance topics;Interest  Business and Finance  Business  Banking & Finance  Debt Factoring & Invoice Discounting;
20401010600;204010106;2040101;interest in business and finance topics;Interest  Business and Finance  Business  Banking & Finance  Insurance;
20401010601;20401010601;204010106;interest in business and finance topics;Interest  Business and Finance  Business  Banking & Finance  Insurance  Auto Insurance;
20401010602;20401010602;204010106;interest in business and finance topics;Interest  Business and Finance  Business  Banking & Finance  Insurance  Home Insurance;
20401010603;20401010603;204010106;interest in business and finance topics;Interest  Business and Finance  Business  Banking & Finance  Insurance  Life Insurance;
20401010604;20401010604;204010106;interest in business and finance topics;Interest  Business and Finance  Business  Banking & Finance  Insurance  Medical Insurance;
20401010700;204010107;2040101;interest in business and finance topics;Interest  Business and Finance  Business  Banking & Finance  Mergers and Acquisitions;
20401010800;204010108;2040101;interest in business and finance topics;Interest  Business and Finance  Business  Banking & Finance  Mortgage;
20401010900;204010109;2040101;interest in business and finance topics;Interest  Business and Finance  Business  Banking & Finance  Private Equity;
20401011000;204010110;2040101;interest in business and finance topics;Interest  Business and Finance  Business  Banking & Finance  Sale & Lease Back;
20401011100;204010111;2040101;interest in business and finance topics;Interest  Business and Finance  Business  Banking & Finance  Stocks;
20401011200;204010112;2040101;interest in business and finance topics;Interest  Business and Finance  Business  Banking & Finance  Venture Capital;
20401020000;2040102;20401;interest in business and finance topics;Interest  Business and Finance  Business  Business Accounting & Finance;
20401030000;2040103;20401;interest in business and finance topics;Interest  Business and Finance  Business  Business Administration;
20401040000;2040104;20401;interest in business and finance topics;Interest  Business and Finance  Business  Business I.T.;
20401050000;2040105;20401;interest in business and finance topics;Interest  Business and Finance  Business  Business Operations;
20401060000;2040106;20401;interest in business and finance topics;Interest  Business and Finance  Business  Business Utilities;
20401070000;2040107;20401;interest in business and finance topics;Interest  Business and Finance  Business  Consumer Issues;
20401080000;2040108;20401;interest in business and finance topics;Interest  Business and Finance  Business  Executive Leadership & Management;
20401090000;2040109;20401;interest in business and finance topics;Interest  Business and Finance  Business  Government Business;
20401100000;2040110;20401;interest in business and finance topics;Interest  Business and Finance  Business  Green Solutions;
20401110000;2040111;20401;interest in business and finance topics;Interest  Business and Finance  Business  Human Resources;
20401120000;2040112;20401;interest in business and finance topics;Interest  Business and Finance  Business  Large Business;
20401130000;2040113;20401;interest in business and finance topics;Interest  Business and Finance  Business  Logistics;
20401140000;2040114;20401;interest in business and finance topics;Interest  Business and Finance  Business  Marketing and Advertising;
20401150000;2040115;20401;interest in business and finance topics;Interest  Business and Finance  Business  Sales;
20401160000;2040116;20401;interest in business and finance topics;Interest  Business and Finance  Business  Small and Medium-sized Business;
20401170000;2040117;20401;interest in business and finance topics;Interest  Business and Finance  Business  Startups;
20402000000;20402;204;interest in business and finance topics;Interest  Business and Finance  Economy;
20402010000;2040201;20402;interest in business and finance topics;Interest  Business and Finance  Economy  Commodities;
20402020000;2040202;20402;interest in business and finance topics;Interest  Business and Finance  Economy  Currencies;
20402030000;2040203;20402;interest in business and finance topics;Interest  Business and Finance  Economy  Financial Crisis;
20402040000;2040204;20402;interest in business and finance topics;Interest  Business and Finance  Economy  Financial Reform;
20402050000;2040205;20402;interest in business and finance topics;Interest  Business and Finance  Economy  Financial Regulation;
20402060000;2040206;20402;interest in business and finance topics;Interest  Business and Finance  Economy  Gasoline Prices;
20402070000;2040207;20402;interest in business and finance topics;Interest  Business and Finance  Economy  Housing Market;
20402080000;2040208;20402;interest in business and finance topics;Interest  Business and Finance  Economy  Interest Rates;
20402090000;2040209;20402;interest in business and finance topics;Interest  Business and Finance  Economy  Job Market;
20403000000;20403;204;interest in business and finance topics;Interest  Business and Finance  Industries;
20403010000;2040301;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Advertising Industry;
20403020000;2040302;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Agriculture;
20403030000;2040303;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Apparel Industry;
20403040000;2040304;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Automotive Industry;
20403050000;2040305;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Aviation Industry;
20403060000;2040306;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Biotech and Biomedical Industry;
20403070000;2040307;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Civil Engineering Industry;
20403080000;2040308;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Construction Industry;
20403090000;2040309;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Defense Industry;
20403100000;2040310;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Education industry;
20403110000;2040311;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Entertainment Industry;
20403120000;2040312;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Environmental Services Industry;
20403130000;2040313;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Financial Industry;
20403140000;2040314;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Food Industry;
20403150000;2040315;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Healthcare Industry;
20403160000;2040316;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Hospitality Industry;
20403170000;2040317;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Information Services Industry;
20403180000;2040318;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Legal Services Industry;
20403190000;2040319;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Logistics and Transportation Industry;
20403200000;2040320;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Management Consulting Industry;
20403210000;2040321;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Manufacturing Industry;
20403220000;2040322;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Mechanical and Industrial Engineering Industry;
20403230000;2040323;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Media Industry;
20403240000;2040324;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Metals Industry;
20403250000;2040325;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Non-Profit Organizations;
20403260000;2040326;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Pharmaceutical Industry;
20403270000;2040327;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Power and Energy Industry;
20403280000;2040328;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Publishing Industry;
20403290000;2040329;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Real Estate Industry;
20403300000;2040330;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Retail Industry;
20403310000;2040331;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Technology Industry;
20403320000;2040332;20403;interest in business and finance topics;Interest  Business and Finance  Industries  Telecommunications Industry;
20500000000;205;2;interest in career topics;Interest  Careers;
20501000000;20501;205;interest in career topics;Interest  Careers  Apprenticeships;
20502000000;20502;205;interest in career topics;Interest  Careers  Career Advice;
20503000000;20503;205;interest in career topics;Interest  Careers  Career Planning;
20504000000;20504;205;interest in career topics;Interest  Careers  Employment Agencies;
20505000000;20505;205;interest in career topics;Interest  Careers  Job Search;
20506000000;20506;205;interest in career topics;Interest  Careers  Remote Working;
20507000000;20507;205;interest in career topics;Interest  Careers  Vocational Training;
20600000000;206;2;interest in education;Interest  Education;
20601000000;20601;206;interest in education;Interest  Education  Adult Education;
20602000000;20602;206;interest in education;Interest  Education  Career Improvement and Advice;
20603000000;20603;206;interest in education;Interest  Education  College Education;
20604000000;20604;206;interest in education;Interest  Education  Colleges and Universities;
20605000000;20605;206;interest in education;Interest  Education  Further Training;
20606000000;20606;206;interest in education;Interest  Education  Language Learning;
20607000000;20607;206;interest in education;Interest  Education  Online Education;
20700000000;207;2;interest in events and attractions;Interest  Events and Attractions;
20701000000;20701;207;interest in events and attractions;Interest  Events and Attractions  Cinema;
20702000000;20702;207;interest in events and attractions;Interest  Events and Attractions  Festivals;
20703000000;20703;207;interest in events and attractions;Interest  Events and Attractions  Nightlife;
20704000000;20704;207;interest in events and attractions;Interest  Events and Attractions  Personal Celebrations & Life Events;
20705000000;20705;207;interest in events and attractions;Interest  Events and Attractions  Sporting Events;
20706000000;20706;207;interest in events and attractions;Interest  Events and Attractions  Theme Park;
20800000000;208;2;interest related to family and other human relationships;Interest  Family and Relationships;
20801000000;20801;208;interest related to family and other human relationships;Interest  Family and Relationships  Activities with Famility;
20802000000;20802;208;interest related to family and other human relationships;Interest  Family and Relationships  Baby & Children ;
20803000000;20803;208;interest related to family and other human relationships;Interest  Family and Relationships  Dating;
20804000000;20804;208;interest related to family and other human relationships;Interest  Family and Relationships  Family;
20805000000;20805;208;interest related to family and other human relationships;Interest  Family and Relationships  Parenting;
20805010000;2080501;20805;interest related to family and other human relationships;Interest  Family and Relationships  Parenting  Daycare and Pre-School;
20805020000;2080502;20805;interest related to family and other human relationships;Interest  Family and Relationships  Parenting  Internet Safety;
20805030000;2080503;20805;interest related to family and other human relationships;Interest  Family and Relationships  Parenting  Parenting Babies and Toddlers;
20805040000;2080504;20805;interest related to family and other human relationships;Interest  Family and Relationships  Parenting  Parenting Children Aged 4-11;
20805050000;2080505;20805;interest related to family and other human relationships;Interest  Family and Relationships  Parenting  Parenting Teens;
20806000000;20806;208;interest related to family and other human relationships;Interest  Family and Relationships  Wedding;
20900000000;209;2;interest in art and culture;Interest  Fine Art;
20901000000;20901;209;interest in art and culture;Interest  Fine Art  Arts & Culture;
20902000000;20902;209;interest in art and culture;Interest  Fine Art  Costume;
20903000000;20903;209;interest in art and culture;Interest  Fine Art  Dance;
20904000000;20904;209;interest in art and culture;Interest  Fine Art  Design;
20905000000;20905;209;interest in art and culture;Interest  Fine Art  Digital Arts;
20906000000;20906;209;interest in art and culture;Interest  Fine Art  Fine Art Photography;
20907000000;20907;209;interest in art and culture;Interest  Fine Art  Modern Art;
20908000000;20908;209;interest in art and culture;Interest  Fine Art  Museum;
20909000000;20909;209;interest in art and culture;Interest  Fine Art  Opera;
20910000000;20910;209;interest in art and culture;Interest  Fine Art  Theater;
21000000000;210;2;interests related to food and drinks;Interest  Food & Drink;
21001000000;21001;210;interests related to food and drinks;Interest  Food & Drink  Alcoholic Beverages;
21002000000;21002;210;interests related to food and drinks;Interest  Food & Drink  Barbecues and Grilling;
21003000000;21003;210;interests related to food and drinks;Interest  Food & Drink  Cooking;
21003010000;2100301;21003;interests related to food and drinks;Interest  Food & Drink  Cooking  30min Recipes;
21003020000;2100302;21003;interests related to food and drinks;Interest  Food & Drink  Cooking  Recipes;
21004000000;21004;210;interests related to food and drinks;Interest  Food & Drink  Desserts and Baking;
21004010000;2100401;21004;interests related to food and drinks;Interest  Food & Drink  Desserts and Baking  Chocolate;
21005000000;21005;210;interests related to food and drinks;Interest  Food & Drink  Diets;
21005010000;2100501;21005;interests related to food and drinks;Interest  Food & Drink  Diets  Flexetarian;
21005020000;2100502;21005;interests related to food and drinks;Interest  Food & Drink  Diets  Gluten Free;
21005030000;2100503;21005;interests related to food and drinks;Interest  Food & Drink  Diets  Lactose Free;
21005040000;2100504;21005;interests related to food and drinks;Interest  Food & Drink  Diets  Low Calorie;
21005050000;2100505;21005;interests related to food and drinks;Interest  Food & Drink  Diets  Low Carb;
21005060000;2100506;21005;interests related to food and drinks;Interest  Food & Drink  Diets  Vegan;
21005070000;2100507;21005;interests related to food and drinks;Interest  Food & Drink  Diets  Vegetarian;
21005080000;2100508;21005;interests related to food and drinks;Interest  Food & Drink  Diets  Wholefood;
21006000000;21006;210;interests related to food and drinks;Interest  Food & Drink  Dining Out;
21006010000;2100601;21006;interests related to food and drinks;Interest  Food & Drink  Dining Out  Bakeries;
21006020000;2100602;21006;interests related to food and drinks;Interest  Food & Drink  Dining Out  Bars;
21006030000;2100603;21006;interests related to food and drinks;Interest  Food & Drink  Dining Out  Catering;
21006040000;2100604;21006;interests related to food and drinks;Interest  Food & Drink  Dining Out  Fast Food;
21006050000;2100605;21006;interests related to food and drinks;Interest  Food & Drink  Dining Out  Food Delivery Services;
21006060000;2100606;21006;interests related to food and drinks;Interest  Food & Drink  Dining Out  Restaurants;
21007000000;21007;210;interests related to food and drinks;Interest  Food & Drink  Food Allergies;
21008000000;21008;210;interests related to food and drinks;Interest  Food & Drink  Food Movements;
21009000000;21009;210;interests related to food and drinks;Interest  Food & Drink  Healthy Cooking and Eating;
21010000000;21010;210;interests related to food and drinks;Interest  Food & Drink  High Quality;
21011000000;21011;210;interests related to food and drinks;Interest  Food & Drink  Non-Alcoholic Beverages;
21012000000;21012;210;interests related to food and drinks;Interest  Food & Drink  Organic;
21013000000;21013;210;interests related to food and drinks;Interest  Food & Drink  World Cuisines;
21100000000;211;2;interest in health and medical service;Interest  Health and Medical Services;
21101000000;21101;211;interest in health and medical service;Interest  Health and Medical Services  Health & Pharma;
21101010000;2110101;21101;interest in health and medical service;Interest  Health and Medical Services  Health & Pharma  Medical Services;
21101010100;211010101;2110101;interest in health and medical service;Interest  Health and Medical Services  Health & Pharma  Medical Services  Alternative and Natural Medicine;
21101010200;211010102;2110101;interest in health and medical service;Interest  Health and Medical Services  Health & Pharma  Medical Services  Chiropractors;
21101010300;211010103;2110101;interest in health and medical service;Interest  Health and Medical Services  Health & Pharma  Medical Services  Clinical Research;
21101010400;211010104;2110101;interest in health and medical service;Interest  Health and Medical Services  Health & Pharma  Medical Services  Cosmetic Medical Services;
21101010500;211010105;2110101;interest in health and medical service;Interest  Health and Medical Services  Health & Pharma  Medical Services  Dental Care;
21101010600;211010106;2110101;interest in health and medical service;Interest  Health and Medical Services  Health & Pharma  Medical Services  Drugstores and Pharmacies;
21101010700;211010107;2110101;interest in health and medical service;Interest  Health and Medical Services  Health & Pharma  Medical Services  Elder Care;
21101010800;211010108;2110101;interest in health and medical service;Interest  Health and Medical Services  Health & Pharma  Medical Services  Hair Loss Treatments;
21101010900;211010109;2110101;interest in health and medical service;Interest  Health and Medical Services  Health & Pharma  Medical Services  Health Care and Physicians;
21101011000;211010110;2110101;interest in health and medical service;Interest  Health and Medical Services  Health & Pharma  Medical Services  Health Services;
21101011100;211010111;2110101;interest in health and medical service;Interest  Health and Medical Services  Health & Pharma  Medical Services  Hospitals;
21101011200;211010112;2110101;interest in health and medical service;Interest  Health and Medical Services  Health & Pharma  Medical Services  Massage Therapists;
21101011300;211010113;2110101;interest in health and medical service;Interest  Health and Medical Services  Health & Pharma  Medical Services  Physical Therapists;
21101011400;211010114;2110101;interest in health and medical service;Interest  Health and Medical Services  Health & Pharma  Medical Services  Skin Care Treatments;
21101011500;211010115;2110101;interest in health and medical service;Interest  Health and Medical Services  Health & Pharma  Medical Services  Smoking Cessation;
21101011600;211010116;2110101;interest in health and medical service;Interest  Health and Medical Services  Health & Pharma  Medical Services  Vaccines;
21101011700;211010117;2110101;interest in health and medical service;Interest  Health and Medical Services  Health & Pharma  Medical Services  Vision Care;
21200000000;212;2;interest it topics related to a healthy living;Interest  Healthy Living;
21201000000;21201;212;interest it topics related to a healthy living;Interest  Healthy Living  Beauty & Health;
21201010000;2120101;21201;interest it topics related to a healthy living;Interest  Healthy Living  Beauty & Health  Dry skin;
21201020000;2120102;21201;interest it topics related to a healthy living;Interest  Healthy Living  Beauty & Health  Sensible skin;
21201030000;2120103;21201;interest it topics related to a healthy living;Interest  Healthy Living  Beauty & Health  Skin Irritation;
21202000000;21202;212;interest it topics related to a healthy living;Interest  Healthy Living  Children's Health;
21203000000;21203;212;interest it topics related to a healthy living;Interest  Healthy Living  Fitness and Exercise;
21203010000;2120301;21203;interest it topics related to a healthy living;Interest  Healthy Living  Fitness and Exercise  Participant Sports;
21203020000;2120302;21203;interest it topics related to a healthy living;Interest  Healthy Living  Fitness and Exercise  Running and Jogging;
21204000000;21204;212;interest it topics related to a healthy living;Interest  Healthy Living  Meditation;
21205000000;21205;212;interest it topics related to a healthy living;Interest  Healthy Living  Men's Health;
21206000000;21206;212;interest it topics related to a healthy living;Interest  Healthy Living  Nutrition;
21206010000;2120601;21206;interest it topics related to a healthy living;Interest  Healthy Living  Nutrition  Fasting;
21206020000;2120602;21206;interest it topics related to a healthy living;Interest  Healthy Living  Nutrition  Superfood;
21207000000;21207;212;interest it topics related to a healthy living;Interest  Healthy Living  Senior Health;
21208000000;21208;212;interest it topics related to a healthy living;Interest  Healthy Living  Sustainability;
21209000000;21209;212;interest it topics related to a healthy living;Interest  Healthy Living  Weight Loss;
21210000000;21210;212;interest it topics related to a healthy living;Interest  Healthy Living  Wellness;
21210010000;2121001;21210;interest it topics related to a healthy living;Interest  Healthy Living  Wellness  Alternative Medicine;
21210010100;212100101;2121001;interest it topics related to a healthy living;Interest  Healthy Living  Wellness  Alternative Medicine  Herbs and Supplements;
21210010200;212100102;2121001;interest it topics related to a healthy living;Interest  Healthy Living  Wellness  Alternative Medicine  Holistic Health;
21210020000;2121002;21210;interest it topics related to a healthy living;Interest  Healthy Living  Wellness  Physical Therapy;
21210030000;2121003;21210;interest it topics related to a healthy living;Interest  Healthy Living  Wellness  Smoking Cessation;
21211000000;21211;212;interest it topics related to a healthy living;Interest  Healthy Living  Women's Health;
21300000000;213;2;hobbies someone is doing;Interest  Hobbies & Interests;
21301000000;21301;213;hobbies someone is doing;Interest  Hobbies & Interests  Antiquing and Antiques;
21302000000;21302;213;hobbies someone is doing;Interest  Hobbies & Interests  Arts and Crafts;
21302010000;2130201;21302;hobbies someone is doing;Interest  Hobbies & Interests  Arts and Crafts  Beadwork;
21302020000;2130202;21302;hobbies someone is doing;Interest  Hobbies & Interests  Arts and Crafts  Candle and Soap Making;
21302030000;2130203;21302;hobbies someone is doing;Interest  Hobbies & Interests  Arts and Crafts  Drawing and Sketching;
21302040000;2130204;21302;hobbies someone is doing;Interest  Hobbies & Interests  Arts and Crafts  Jewelry Making;
21302050000;2130205;21302;hobbies someone is doing;Interest  Hobbies & Interests  Arts and Crafts  Needlework;
21302060000;2130206;21302;hobbies someone is doing;Interest  Hobbies & Interests  Arts and Crafts  Painting;
21302070000;2130207;21302;hobbies someone is doing;Interest  Hobbies & Interests  Arts and Crafts  Photography;
21302080000;2130208;21302;hobbies someone is doing;Interest  Hobbies & Interests  Arts and Crafts  Scrapbooking;
21302090000;2130209;21302;hobbies someone is doing;Interest  Hobbies & Interests  Arts and Crafts  Woodworking;
21303000000;21303;213;hobbies someone is doing;Interest  Hobbies & Interests  Beekeeping;
21304000000;21304;213;hobbies someone is doing;Interest  Hobbies & Interests  Birdwatching;
21305000000;21305;213;hobbies someone is doing;Interest  Hobbies & Interests  Cigars;
21306000000;21306;213;hobbies someone is doing;Interest  Hobbies & Interests  Collecting;
21306010000;2130601;21306;hobbies someone is doing;Interest  Hobbies & Interests  Collecting  Comic Books;
21306020000;2130602;21306;hobbies someone is doing;Interest  Hobbies & Interests  Collecting  Stamps and Coins;
21307000000;21307;213;hobbies someone is doing;Interest  Hobbies & Interests  Content Production;
21307010000;2130701;21307;hobbies someone is doing;Interest  Hobbies & Interests  Content Production  Audio Production;
21307020000;2130702;21307;hobbies someone is doing;Interest  Hobbies & Interests  Content Production  Freelance Writing;
21307030000;2130703;21307;hobbies someone is doing;Interest  Hobbies & Interests  Content Production  Screenwriting;
21307040000;2130704;21307;hobbies someone is doing;Interest  Hobbies & Interests  Content Production  Video Production;
21308000000;21308;213;hobbies someone is doing;Interest  Hobbies & Interests  Games and Puzzles;
21308010000;2130801;21308;hobbies someone is doing;Interest  Hobbies & Interests  Games and Puzzles  Board Games and Puzzles;
21308020000;2130802;21308;hobbies someone is doing;Interest  Hobbies & Interests  Games and Puzzles  Card Games;
21308030000;2130803;21308;hobbies someone is doing;Interest  Hobbies & Interests  Games and Puzzles  Puzzles;
21308040000;2130804;21308;hobbies someone is doing;Interest  Hobbies & Interests  Games and Puzzles  Roleplaying Games;
21309000000;21309;213;hobbies someone is doing;Interest  Hobbies & Interests  Genealogy and Ancestry;
21310000000;21310;213;hobbies someone is doing;Interest  Hobbies & Interests  Magic and Illusion;
21311000000;21311;213;hobbies someone is doing;Interest  Hobbies & Interests  Model Toys;
21312000000;21312;213;hobbies someone is doing;Interest  Hobbies & Interests  Musical Instruments;
21313000000;21313;213;hobbies someone is doing;Interest  Hobbies & Interests  Outdoor;
21314000000;21314;213;hobbies someone is doing;Interest  Hobbies & Interests  Paranormal Phenomena;
21315000000;21315;213;hobbies someone is doing;Interest  Hobbies & Interests  Radio Control;
21316000000;21316;213;hobbies someone is doing;Interest  Hobbies & Interests  Sci-fi and Fantasy;
21317000000;21317;213;hobbies someone is doing;Interest  Hobbies & Interests  Social Engagement;
21318000000;21318;213;hobbies someone is doing;Interest  Hobbies & Interests  Social Media;
21319000000;21319;213;hobbies someone is doing;Interest  Hobbies & Interests  Sport activities;
21319010000;2131901;21319;hobbies someone is doing;Interest  Hobbies & Interests  Sport activities  Cycling;
21319020000;2131902;21319;hobbies someone is doing;Interest  Hobbies & Interests  Sport activities  Equine Sports;
21319030000;2131903;21319;hobbies someone is doing;Interest  Hobbies & Interests  Sport activities  Fishing;
21319040000;2131904;21319;hobbies someone is doing;Interest  Hobbies & Interests  Sport activities  Fitness and Exercise;
21319040100;213190401;2131904;hobbies someone is doing;Interest  Hobbies & Interests  Sport activities  Fitness and Exercise  Gym;
21319050000;2131905;21319;hobbies someone is doing;Interest  Hobbies & Interests  Sport activities  Golf;
21319060000;2131906;21319;hobbies someone is doing;Interest  Hobbies & Interests  Sport activities  Gymnastics;
21319070000;2131907;21319;hobbies someone is doing;Interest  Hobbies & Interests  Sport activities  Hiking;
21319080000;2131908;21319;hobbies someone is doing;Interest  Hobbies & Interests  Sport activities  Running;
21319090000;2131909;21319;hobbies someone is doing;Interest  Hobbies & Interests  Sport activities  Soccer;
21319100000;2131910;21319;hobbies someone is doing;Interest  Hobbies & Interests  Sport activities  Swimming;
21319110000;2131911;21319;hobbies someone is doing;Interest  Hobbies & Interests  Sport activities  Tennis;
21319120000;2131912;21319;hobbies someone is doing;Interest  Hobbies & Interests  Sport activities  Walking;
21319130000;2131913;21319;hobbies someone is doing;Interest  Hobbies & Interests  Sport activities  Winter sports;
21319140000;2131914;21319;hobbies someone is doing;Interest  Hobbies & Interests  Sport activities  Yoga;
21320000000;21320;213;hobbies someone is doing;Interest  Hobbies & Interests  Workshops and Classes;
21400000000;214;2;interets related to home and garden;Interest  Home & Garden;
21401000000;21401;214;interets related to home and garden;Interest  Home & Garden  Barbecue and Grill Equipment;
21402000000;21402;214;interets related to home and garden;Interest  Home & Garden  Furniture;
21403000000;21403;214;interets related to home and garden;Interest  Home & Garden  Gardening;
21404000000;21404;214;interets related to home and garden;Interest  Home & Garden  Home Entertaining;
21405000000;21405;214;interets related to home and garden;Interest  Home & Garden  Home Improvement;
21406000000;21406;214;interets related to home and garden;Interest  Home & Garden  Household Appliances;
21407000000;21407;214;interets related to home and garden;Interest  Home & Garden  Interior Decorating;
21408000000;21408;214;interets related to home and garden;Interest  Home & Garden  Kitchen and Dining Products;
21408010000;2140801;21408;interets related to home and garden;Interest  Home & Garden  Kitchen and Dining Products  Kitchen Machines;
21408020000;2140802;21408;interets related to home and garden;Interest  Home & Garden  Kitchen and Dining Products  Tableware;
21409000000;21409;214;interets related to home and garden;Interest  Home & Garden  Landscaping;
21410000000;21410;214;interets related to home and garden;Interest  Home & Garden  Outdoor Decorating;
21411000000;21411;214;interets related to home and garden;Interest  Home & Garden  Plants;
21412000000;21412;214;interets related to home and garden;Interest  Home & Garden  Remodeling & Construction;
21413000000;21413;214;interets related to home and garden;Interest  Home & Garden  Smart Home;
21500000000;215;2;interest in movies and movie genres;Interest  Movies and Series;
21501000000;21501;215;interest in movies and movie genres;Interest  Movies and Series  Action and Adventure Movies;
21501010000;2150101;21501;interest in movies and movie genres;Interest  Movies and Series  Action and Adventure Movies  Crime Thriller;
21502000000;21502;215;interest in movies and movie genres;Interest  Movies and Series  Animation Movies;
21503000000;21503;215;interest in movies and movie genres;Interest  Movies and Series  Comedy Movies;
21504000000;21504;215;interest in movies and movie genres;Interest  Movies and Series  Crime and Mystery Movies;
21505000000;21505;215;interest in movies and movie genres;Interest  Movies and Series  Documentary Movies;
21506000000;21506;215;interest in movies and movie genres;Interest  Movies and Series  Drama Movies;
21507000000;21507;215;interest in movies and movie genres;Interest  Movies and Series  Family and Children Movies;
21507010000;2150701;21507;interest in movies and movie genres;Interest  Movies and Series  Family and Children Movies  Disney;
21508000000;21508;215;interest in movies and movie genres;Interest  Movies and Series  Fantasy Movies;
21509000000;21509;215;interest in movies and movie genres;Interest  Movies and Series  Horror Movies;
21510000000;21510;215;interest in movies and movie genres;Interest  Movies and Series  Indie and Arthouse Movies;
21511000000;21511;215;interest in movies and movie genres;Interest  Movies and Series  Romance Movies;
21512000000;21512;215;interest in movies and movie genres;Interest  Movies and Series  Science Fiction Movies;
21513000000;21513;215;interest in movies and movie genres;Interest  Movies and Series  Streaming;
215140000;21514;215;interest in movies and movie genres;Interest  Movies and Series  Streaming  Netflix;
21515000000;21515;215;interest in movies and movie genres;Interest  Movies and Series  World Movies;
21600000000;216;2;interest in music and music genres;Interest  Music and Audio;
21601000000;21601;216;interest in music and music genres;Interest  Music and Audio  Adult Album Alternative;
21602000000;21602;216;interest in music and music genres;Interest  Music and Audio  Adult Contemporary Music;
21602010000;2160201;21602;interest in music and music genres;Interest  Music and Audio  Adult Contemporary Music  Soft AC Music;
21602020000;2160202;21602;interest in music and music genres;Interest  Music and Audio  Adult Contemporary Music  Urban AC Music;
21603000000;21603;216;interest in music and music genres;Interest  Music and Audio  Alternative Music;
21604000000;21604;216;interest in music and music genres;Interest  Music and Audio  Blues;
